fuel_type,gearbox,mileage,model,name,place,price,seller_type,users_data,year
Benzyna,Automatyczna,157 000 km,Aston Martin,Audi A5,Płock (Mazowieckie),64 900,Prywatny sprzedawca,1 984 cm3 • 225 KM • Audi A5 Coupe Competition S-line 2.0 TFSI Quattro,2016
Benzyna,Automatyczna,124 000 km,Aston Martin,BMW 3GT 330i xDrive GT M Sport,Iława (Warmińsko-mazurskie),94 900,Prywatny sprzedawca,1 998 cm3 • 252 KM • BMW 330i xDrive GT M Pakiet,2016
Benzyna,Manualna,93 000 km,Aston Martin,Citroën C4 1.6 16V Exclusive,Rzepin (Lubuskie),8 900,Prywatny sprzedawca,"1 587 cm3 • 109 KM • z Niemiec BDB, 5-drzwi, 93tys. km",2007
Benzyna+LPG,Manualna,190 000 km,Aston Martin,Seat Ibiza,Kraków (Małopolskie),18 500,Prywatny sprzedawca,"1 390 cm3 • 86 KM • Seat Ibiza 2008 – Klimatronic, Gaz BRC, Tempomat, Alufelgi,190 tys. km",2008
Hybryda Plug-in,Automatyczna,36 850 km,Aston Martin,Jeep Compass 1.3 T4 PHEV 4xe Limited S&S,Przasnysz (Mazowieckie),129 899,,1 332 cm3 • 180 KM • LIFT 2023r FVAT23% 1.3 T4 Phev 190cv Limited 4xe Automat,2023
Benzyna,Automatyczna,58 700 km,Aston Martin,Seat Arona 1.0 TSI OPF DSG XCELLENCE,Huta (Wielkopolskie),63 900,Prywatny sprzedawca,999 cm3 • 110 KM • 1.0 TSI DSG Full Serwis Jak Nowy Bezwypadek Nowe Opony Alu Led,2022
Diesel,Manualna,236 478 km,Aston Martin,Volkswagen Polo,Gorzów Wielkopolski (Lubuskie),16 900,Prywatny sprzedawca,1 598 cm3 • 75 KM,2010
Benzyna,Manualna,44 195 km,Aston Martin,Peugeot 208 1.2 PureTech Active S&S,Pruchna (Śląskie),52 900,Prywatny sprzedawca,1 199 cm3 • 75 KM • PEUGEOT 208 1.2 PURETECH ACTIVE S&S - Salon Polska - Serwisowany w ASO,2020
Benzyna,Automatyczna,16 km,Audi,Audi S3 TFSI Quattro S tronic,Gdańsk (Pomorskie),208 999,,1 984 cm3 • 333 KM • OD RĘKI!! / Kamera cofania / Elekt. fotel kierowcy / Aktywny tempomat,2024
Benzyna,Manualna,66 400 km,Audi,Audi S3 2.0 TFSI Quattro,Ząbki (Mazowieckie),85 000,Prywatny sprzedawca,1 984 cm3 • 300 KM • Audi s3 8v,2015
Benzyna,Automatyczna,157 000 km,Audi,Audi A5,Płock (Mazowieckie),64 900,Prywatny sprzedawca,1 984 cm3 • 225 KM • Audi A5 Coupe Competition S-line 2.0 TFSI Quattro,2016
Hybryda Plug-in,Automatyczna,139 800 km,Audi,Audi A6 Avant 55 TFSI e quattro S tronic S line,Przasnysz (Mazowieckie),149 999,,1 984 cm3 • 265 KM • 1WŁ FVAT23% Bezwypadkowy Serwis ASO S-Line Virtual Radar,2021
Diesel,Automatyczna,240 000 km,Audi,Audi A6 2.0 TDI ultra S tronic,Domatowo (Pomorskie),76 000,Prywatny sprzedawca,"1 968 cm3 • 190 KM • 2.0 TDI, 190KM, S-tronic, HAK, ogrzewanie postojowe",2017
Benzyna,Manualna,54 500 km,Audi,Audi A1 25 TFSI Advanced,Chełmiec (Małopolskie),59 999,Prywatny sprzedawca,999 cm3 • 95 KM • Audi A1 82A Advanced,2020
Benzyna,Automatyczna,27 000 km,Audi,Audi A3,Będzin (Śląskie),110 000,Prywatny sprzedawca,"999 cm3 • 110 KM • Jeden właściciel, osoba prywatna",2023
Diesel,Automatyczna,230 000 km,Audi,Audi Q3 2.0 TDI Quattro S tronic,Żory (Śląskie),65 000,Prywatny sprzedawca,1 968 cm3 • 150 KM • Audi Q3 2.0 TDI QUATTRO S-Line,2015
Diesel,Manualna,215 899 km,Audi,Audi A3,Gorzów Wielkopolski (Lubuskie),42 900,Prywatny sprzedawca,1 598 cm3 • 105 KM,2013
Elektryczny,Automatyczna,56 000 km,Audi,Audi Q4 e-tron 50 Quattro S Line,Warszawa (Mazowieckie),159 000,Prywatny sprzedawca,299 KM • Q4 S-line 50 quattro,2021
Benzyna,Automatyczna,181 000 km,Audi,Audi Q7 3.0 TFSI Quattro Tiptronic,Poznań (Wielkopolskie),74 590,Prywatny sprzedawca,2 995 cm3 • 333 KM • Audi Q7 stan idealny,2013
Benzyna,Automatyczna,212 505 km,Audi,Audi Q7,Zamość (Lubelskie),100 900,Prywatny sprzedawca,1 984 cm3 • 252 KM • Quattro Tiptronic 22 cale felgi 1 właściciel bezwypadkowy stan idealny,2018
Benzyna,Automatyczna,145 220 km,Audi,Audi A6 3.2 FSI Quattro Tiptronic,Rumia (Pomorskie),23 499,Prywatny sprzedawca,3 123 cm3 • 255 KM • Audi A6 C6 3.2 quattro sedan,2005
Benzyna,Automatyczna,68 725 km,Audi,Audi Q5 2.0 TFSI Quattro Sport S tronic,Szczecin (Zachodniopomorskie),144 900,Prywatny sprzedawca,"1 984 cm3 • 252 KM • S-Line 45 TFSI quattro 180 kW (245 KM) S-tronic, salon PL, pneumatyka",2019
Diesel,Automatyczna,181 000 km,Audi,Audi Q5 2.0 TDI Quattro S tronic,Drawsko Pomorskie (Zachodniopomorskie),80 000,Prywatny sprzedawca,1 968 cm3 • 190 KM • Audi Q5 2.0 TDI S-line,2016
Diesel,Manualna,267 338 km,Audi,Audi A3 2.0 TDI Sportback,Somonino (Pomorskie),43 500,Prywatny sprzedawca,1 968 cm3 • 150 KM • 8V 2014r. Sportback 2.0 TDI 150KM Serwisowany Skóra Nawigacja,2014
Benzyna,Automatyczna,90 000 km,Audi,Audi A6 45 TFSI Quattro Sport S tronic,Tarnobrzeg (Podkarpackie),130 000,Prywatny sprzedawca,1 984 cm3 • 245 KM • Audi A6 C8 Polski Salon VAT 23%,2019
Benzyna,Automatyczna,99 000 km,Audi,Audi A4 1.4 TFSI Sport S tronic,Kielce (Świętokrzyskie),82 000,Prywatny sprzedawca,"1 395 cm3 • 150 KM • Audi A4 B9 1.4 TFSI SPORT S tronic, serwisowany w ASO",2018
Benzyna,Automatyczna,49 800 km,Audi,Audi A8 L 60 TFSI quattro tiptronic,Wrocław (Dolnośląskie),238 330,Prywatny sprzedawca,"3 996 cm3 • 460 KM • Audi A8L 60 TFSI Quattro 460KM jasne skóry, panorama, idealny!",2019
Diesel,Manualna,292 700 km,Audi,Audi A5 2.0 TDI,Poznań (Wielkopolskie),34 000,Prywatny sprzedawca,1 968 cm3 • 170 KM • Audi A5 Okazja,2009
Benzyna,Automatyczna,91 800 km,Audi,Audi RS5 Quattro Tiptronic,Bielany Wrocławskie (Dolnośląskie),272 999,,"2 894 cm3 • 450 KM • EXCLUSIVE 450 KM LASERY ceramika CARBON masaż head up 20"" B&O FV23%",2020
Diesel,Manualna,232 000 km,Audi,Audi A3 2.0 TDI Sportback,Radom (Mazowieckie),59 900,Prywatny sprzedawca,1 968 cm3 • 150 KM • Audi A3 8v Lift 2.0 TDI Virtual Cockpit,2017
Diesel,Manualna,254 000 km,Audi,Audi A4 2.0 TDI ultra,Ostrów Wielkopolski (Wielkopolskie),39 500,Prywatny sprzedawca,1 968 cm3 • 136 KM • A4 B8 LIFT 2.0TDI ULTRA 136KM **ACC **ALA **SA **DS ** HAK **,2014
Diesel,Automatyczna,52 000 km,Audi,Audi A6 Avant 40 TDI quattro S tronic,Strzelin (Dolnośląskie),147 000,Prywatny sprzedawca,1 968 cm3 • 204 KM • 4.0 TDI 204 KM Automat quattro,2021
Diesel,Automatyczna,197 850 km,Audi,Audi A6 2.0 TDI ultra S tronic,Żuromino (Pomorskie),69 000,Prywatny sprzedawca,"1 968 cm3 • 190 KM • Sprzedam Audi A6, 2.0 Tdi 190 KM, ULTRA S-tronic, 2014/2015 r, PRYWATN",2014
Benzyna,Automatyczna,159 000 km,Audi,Audi SQ8 TFSI Quattro Tiptronic,Baranowo (Wielkopolskie),369 000,,3 996 cm3 • 507 KM • / F.Vat 23% / S-Line / Bang & Olufsen / Matrix / Carbon / TOP !!!,2021
Benzyna,Automatyczna,95 200 km,Audi,Audi TT Coupe 1.8 TFSI S tronic,Słubice (Lubuskie),95 999,Prywatny sprzedawca,"1 798 cm3 • 180 KM • Audi TT 1,8 tfsi",2016
Benzyna,Automatyczna,160 000 km,Audi,Audi A4 2.0 TFSI Sport S tronic,Żyrardów (Mazowieckie),80 999,Prywatny sprzedawca,1 984 cm3 • 252 KM • S-Line 2017 2.0TFSI S tronic 252KM,2017
Diesel,Manualna,156 000 km,Audi,Audi A1 1.6 TDI Attraction,Zalasewo (Wielkopolskie),29 900,Prywatny sprzedawca,"1 598 cm3 • 105 KM • Zadbana, MMI, Led, bi-xenon, niski przebieg!",2012
Diesel,Automatyczna,255 498 km,Audi,Audi A4 Avant 3.0 TDI S tronic,Gubin (Lubuskie),54 900,Prywatny sprzedawca,2 967 cm3 • 218 KM • Audi a4 shadow line,2018
Diesel,Manualna,380 000 km,Audi,Audi A3 2.0 TDI Sportback DPF Attraction,Chojnów (Dolnośląskie),19 000,Prywatny sprzedawca,"1 968 cm3 • 140 KM • Audi A3 2.0TDI Lift Sportback Doinwestowane , Stan bardzo dobry !",2009
Benzyna,Manualna,221 000 km,Audi,Audi A4 Avant 1.8 T,Legnickie Pole (Dolnośląskie),14 400,Prywatny sprzedawca,1 781 cm3 • 163 KM • 1.8T-163KM-Clima-Alus16-GFotel-FIS-SERWIS-CHROM-Soczewki-2004R-Niemiec,2004
Benzyna,Manualna,82 165 km,Austin,Austin Healey,Łaziska Górne (Śląskie),39 999,,"1 275 cm3 • 78 KM • Piękny jak Aston,Sprawny, Zabytek!",1967
Elektryczny,Automatyczna,50 km,AVATR,AVATR 11,Warszawa (Mazowieckie),380 000,,578 KM • Pierwszy w Polsce zarejestrowany,2024
Benzyna,Manualna,5 km,Baic,Baic 3,Warszawa (Mazowieckie),78 900,,1 499 cm3 • 136 KM • BAIC 3 / Beijing 3 - ze styczniowym terminem odbioru!,2024
Benzyna,Manualna,1 900 km,Baic,Baic 3,Łoziska (Mazowieckie),75 000,Prywatny sprzedawca,1 499 cm3 • 136 KM • Pierwszy właściciel. Stan idealny. Samochód przejechał 1850 km.,2024
Benzyna,Automatyczna,1 km,Baic,Baic 7,Warszawa (Mazowieckie),166 800,,1 498 cm3 • 177 KM • 1.5T Luxury DCT - Od ręki !,2024
Benzyna,Automatyczna,1 km,Baic,Baic 7,Warszawa (Mazowieckie),168 700,,1 498 cm3 • 177 KM • 1.5T Luxury DCT - Od ręki !,2024
Benzyna,Manualna,5 km,Baic,Baic 3,Wrocław (Dolnośląskie),84 900,,1 499 cm3 • 136 KM • Beijing 3 Manual 136KM Perłowy,2025
Benzyna,Automatyczna,8 km,Baic,Baic 7,Leszno (Wielkopolskie),166 800,,"1 498 cm3 • 177 KM • Masaże 4 foteli, wentylacja, automat, wersja Luxury",2024
Benzyna,Automatyczna,20 km,Baic,Baic 5,Konin (Wielkopolskie),127 900,,1 499 cm3 • 177 KM • 1.5 177KM automat 7 biegów Luxury,2024
Benzyna,Automatyczna,10 km,Baic,Baic 7,Łódź (Łódzkie),162 900,,1 500 cm3 • 177 KM • Baic Beijing 7 Dostępny OD RĘKI!!! Bardzo bogate wyposażenie,2024
Benzyna,Manualna,1 km,Baic,Baic 3,Łódź (Łódzkie),81 800,,1 499 cm3 • 136 KM • Beijing 3 / 5 lat Gwarancji,2023
Benzyna,Automatyczna,5 km,Baic,Baic BJ60,Szczecin (Zachodniopomorskie),259 900,,2 000 cm3 • 280 KM • 2.0 280KM 4x4 7DCT LUXURY *nowy model przedsprzedaż od lipca 2025*,2025
Benzyna,Automatyczna,3 km,Baic,Baic 5,Rzeszotary (Dolnośląskie),127 900,,"1 498 cm3 • 177 KM • Baic Beijing 5, dostępny od ręki FVAT23%",2024
Benzyna,Automatyczna,1 km,Baic,Baic 5,Łódź (Łódzkie),130 800,,1 498 cm3 • 177 KM • Od ręki Baic 5/Autoryzowany Sprzedawca/Gwarancja 5 lat,2024
Benzyna,Automatyczna,3 km,Baic,Baic 5,Rzeszotary (Dolnośląskie),130 800,,"1 498 cm3 • 177 KM • Baic Beijing 5, dostępny od ręki FVAT23%",2024
Benzyna,Manualna,7 km,Baic,Baic 3,Gdańsk (Pomorskie),81 800,,"1 499 cm3 • 136 KM • 5 lat GWARANCJI, szyberdach, kamera cofania",2024
Benzyna,Manualna,7 km,Baic,Baic 3,Gdańsk (Pomorskie),78 900,,"1 499 cm3 • 136 KM • 5 lat GWARANCJI, szyberdach, kamera cofania",2024
Benzyna,Manualna,7 km,Baic,Baic 3,Gdańsk (Pomorskie),81 800,,"1 499 cm3 • 136 KM • 5 lat GWARANCJI, szyberdach, kamera cofania",2024
Benzyna,Automatyczna,2 km,Baic,Baic 5,Gdańsk (Pomorskie),130 800,,"1 499 cm3 • 177 KM • 5 lat gwarancji, panorama, wentylowane fotele, ACC",2024
Benzyna,Automatyczna,6 km,Baic,Baic 7,Leszno (Wielkopolskie),166 800,,"1 498 cm3 • 177 KM • Luxury masaże, szklany dach, możliwość montażu Haka !",2024
Benzyna,Automatyczna,4 000 km,Baic,Baic 7,Szczecin (Zachodniopomorskie),159 900,,1 498 cm3 • 177 KM • 1.5 177KM 2WD 7DCT Luxury Demostracyjny,2024
Benzyna,Automatyczna,3 km,Baic,Baic 7,Rzeszotary (Dolnośląskie),162 900,,1 499 cm3 • 177 KM,2024
Elektryczny,Automatyczna,1 km,Baic,Baic D20,Częstochowa (Śląskie),78 900,,28 KM • BAW Pony 100% elektryczny miejski 4 osobowy samochód kat B oraz B1,2025
Benzyna,Automatyczna,5 km,Baic,Baic 7,Leszno (Wielkopolskie),166 800,,1 498 cm3 • 177 KM • Luxury Automat od ręki masaże wentylacja,2024
Benzyna,Automatyczna,5 km,Baic,Baic 5,Warszawa (Mazowieckie),130 800,,1 499 cm3 • 177 KM • BAIC 5 / Beijing 5 / Odbiór styczeń 2025,2024
Benzyna,Automatyczna,5 km,Baic,Baic 5,Warszawa (Mazowieckie),127 900,,1 499 cm3 • 177 KM • BAIC 5 / Beijing 5 / Odbiór styczeń 2025,2024
Benzyna,Automatyczna,5 km,Baic,Baic 7,Leszno (Wielkopolskie),168 700,,1 498 cm3 • 177 KM • Luxury brązowa skóra Automat od ręki masaże wentylacja,2024
Benzyna,Automatyczna,5 km,Baic,Baic 7,Warszawa (Mazowieckie),168 700,,1 499 cm3 • 177 KM • BAIC 7 / Beijing 7 / Odbiór styczeń 2025 / Brązowa tapicerka,2024
Benzyna,Automatyczna,10 km,Baic,Baic 7,Opole (Opolskie),166 800,,1 499 cm3 • 177 KM • Wybór staje się prosty / Od ręki / Luxury,2024
Benzyna,Automatyczna,6 km,Baic,Baic 5,Leszno (Wielkopolskie),127 900,,"1 498 cm3 • 177 KM • Automat, panorama dach, gwarancja 5 lat kamery 360 stopni",2024
Benzyna,Automatyczna,5 km,Baic,Baic 7,Rzeszotary (Dolnośląskie),166 800,,1 499 cm3 • 177 KM • Baic Beijing 7,2024
Benzyna,Automatyczna,5 km,Baic,Baic 7,Szczecin (Zachodniopomorskie),162 900,,1 498 cm3 • 177 KM • 1.5 177KM 2WD 7DCT LUXURY *dostępne inne kolory od ręki*,2024
Benzyna,Automatyczna,5 km,Baic,Baic 5,Szczecin (Zachodniopomorskie),127 900,,"1 500 cm3 • 177 KM • 1.5 177KM 2WD 7DCT LUXURY *dostępne inne kolory od ręki""",2024
Benzyna,Automatyczna,1 km,Baic,Baic 7,Chorzów (Śląskie),166 800,,1 498 cm3 • 177 KM • Od ręki - 1.5T Luxury DCT 177KM,2024
Diesel,Automatyczna,56 500 km,Bentley,Bentley Bentayga Diesel,Baranowo (Wielkopolskie),599 000,,3 996 cm3 • 435 KM • / F.Vat-Marża / V8 / Mulliner / First Edition / Breitling / Cristal !,2018
Diesel,Automatyczna,156 000 km,Bentley,Bentley Bentayga Diesel,Ostrów Wielkopolski (Wielkopolskie),490 770,Prywatny sprzedawca,3 996 cm3 • 435 KM • Bentley Bentayaga 11/2018 - Faktura VAT 23%,2018
Benzyna,Automatyczna,18 100 km,Bentley,Bentley Continental GT New V8,Baranowo (Wielkopolskie),1 429 000,,3 996 cm3 • 550 KM • F.Vat 23% / Mulliner/ Naim / Panorama / Swarovski / TOP !!!,2022
Benzyna,Automatyczna,135 144 km,Bentley,Bentley Continental GT W12,Łódź (Łódzkie),399 000,Prywatny sprzedawca,5 998 cm3 • 575 KM • Bentley Continental GT W12,2015
Benzyna,Automatyczna,82 126 km,Bentley,Bentley Continental GT,Kraków (Małopolskie),870 471,Prywatny sprzedawca,"5 998 cm3 • 635 KM • IDEALNY, 1 właściciel, Salon PL, ASO, Fabryczna gwarancja, FV 23 %",2019
Benzyna,Automatyczna,28 000 km,Bentley,Bentley Continental GT Speed,Mosty (Pomorskie),465 000,,"5 998 cm3 • 642 KM • Import Japonia,Możliwa zamiana,Bezwypadkowy,Black Series",2016
Benzyna,Automatyczna,41 000 km,Bentley,Bentley Continental GT V8 S,Rzeszów (Podkarpackie),409 000,Prywatny sprzedawca,3 993 cm3 • 528 KM • 2015r V8-S stan idealny COUPE,2015
Benzyna,Automatyczna,48 000 km,Bentley,Bentley Continental GT Speed,Rzeszów (Podkarpackie),249 999,Prywatny sprzedawca,5 998 cm3 • 625 KM • GTC 2008r 6.0l W12 Cabrio- jak nowy mały przebieg,2008
Benzyna,Automatyczna,21 000 km,Bentley,Bentley Continental GT W12,Tczew (Pomorskie),379 000,Prywatny sprzedawca,5 998 cm3 • 575 KM • Bentley Continental Gt W12,2015
Benzyna,Automatyczna,500 km,Bentley,Bentley Inny,Świętochłowice (Śląskie),1 530 000,,3 996 cm3 • 550 KM • Bentley Bentayga S V8,2023
Benzyna,Automatyczna,154 500 km,Bentley,Bentley Continental GT Standard,Pruszków (Mazowieckie),149 000,Prywatny sprzedawca,5 998 cm3 • 560 KM • Bentley Continental GT,2005
Benzyna,Automatyczna,50 km,Bentley,Bentley Continental GT,Kraków (Małopolskie),325 000,Prywatny sprzedawca,4 000 cm3 • 782 KM • Continental GT Speed Ultra Performance 782 PS Hybrid,2024
Benzyna,Automatyczna,157 000 km,Bentley,Bentley Continental Flying Spur W12,Warszawa (Mazowieckie),260 000,Prywatny sprzedawca,"5 998 cm3 • 625 KM • Drugi wlasciciel, stan bardzo dobry, serwisowany wASO, 2 komplety opon",2013
Benzyna,Automatyczna,154 284 km,Bentley,Bentley Arnage,Lubartów (Lubelskie),67 000,Prywatny sprzedawca,4 398 cm3 • 354 KM • Green Label Arnage V8,1999
Benzyna,Automatyczna,70 000 km,Bentley,Bentley Arnage RL,Gdańsk (Pomorskie),249 153,,"6 761 cm3 • 456 KM • 1 of 153, LeMans Series, 6.75 V8, Red Label, Silver Storm",2001
Benzyna,Automatyczna,122 000 km,Bentley,Bentley Continental Flying Spur,Obrowiec (Opolskie),99 000,,5 998 cm3 • 560 KM,2006
Benzyna,Automatyczna,17 858 km,Bentley,Bentley Continental GT New Speed,Warszawa (Mazowieckie),1 699 000,,5 950 cm3 • 659 KM • Pierwszy właściciel FV23%,2021
Benzyna,Automatyczna,39 681 km,Bentley,Bentley Continental Flying Spur,Warszawa (Mazowieckie),1 090 000,,3 996 cm3 • 550 KM • Pierwszy właściciel FV23%,2021
Benzyna,Automatyczna,180 680 km,Bentley,Bentley Bentayga,Warszawa (Mazowieckie),510 000,,5 950 cm3 • 608 KM • Bentley Bentayga W12,2016
Benzyna,Automatyczna,37 000 km,Bentley,Bentley Continental Flying Spur V8 S,Łódź (Łódzkie),999 000,Prywatny sprzedawca,3 993 cm3 • 528 KM • Salon Polska Warszawa F-vat 23% cena brutto-New V8 Azure zamiana,2020
Benzyna,Automatyczna,101 000 km,Bentley,Bentley Arnage,Warszawa (Mazowieckie),159 999,,6 761 cm3 • 458 KM • 6.8 BENZ 458 KM 2001r 101.000 km ! Warszawa,2001
Benzyna,Automatyczna,69 000 km,Bentley,Bentley Continental GT V8,Dzbenin (Mazowieckie),270 000,Prywatny sprzedawca,3 993 cm3 • 507 KM • stan idealny,2015
Benzyna,Automatyczna,200 000 km,Bentley,Bentley Continental GT Standard,Nowy Targ (Małopolskie),121 000,Prywatny sprzedawca,5 998 cm3 • 560 KM • Bentley continental GT,2006
Benzyna,Automatyczna,46 000 km,Bentley,Bentley Continental GT,Warszawa (Mazowieckie),999 000,,"3 996 cm3 • 550 KM • V8, Salon Polska, FV 23%",2021
Benzyna,Automatyczna,53 777 km,Bentley,Bentley Bentayga,Warszawa (Mazowieckie),995 000,,3 996 cm3 • 550 KM • V8 First Edition Salon Polska FV23% ASO R CARS Warszawa,2021
Benzyna,Automatyczna,50 348 km,Bentley,Bentley Continental GT,Kraków (Małopolskie),154 900,,5 998 cm3 • 560 KM • BENTLEY Continental GT USA w Kraju od 2006 Roku !,2004
Benzyna,Automatyczna,18 000 km,Bentley,Bentley Continental Flying Spur,Węgrzce (Małopolskie),1 280 000,,5 950 cm3 • 635 KM • 6.0 W12 635KM. Salon Polska. Pierwszy właściciel. Gwarancja. FV23%.,2021
Benzyna,Automatyczna,62 054 km,Bentley,Bentley Continental GT Speed,Ostróda (Warmińsko-mazurskie),195 900,Prywatny sprzedawca,5 998 cm3 • 610 KM • Bentley Mansory V12 piekny Zamiana,2006
Benzyna,Automatyczna,78 500 km,Bentley,Bentley Continental GT,Poznań (Wielkopolskie),885 102,Prywatny sprzedawca,5 950 cm3 • 635 KM • Bentley Continental GT Coupe W12 635KM 2019r.,2019
Benzyna,Automatyczna,140 000 km,Bentley,Bentley Continental Flying Spur GTC W12,Gdańsk (Pomorskie),349 575,,"5 998 cm3 • 575 KM • Polski Salon, W12, VAT23%, Onyx Pearl, 4x4, Breitling",2014
Benzyna,Automatyczna,42 km,Bentley,Bentley Continental Flying Spur,Warszawa (Mazowieckie),1 363 000,,"3 996 cm3 • 550 KM • Bentley Flying Spur S V8 Czarny/ Braz Mulliner, Naim, Monitory",2023
Benzyna,Automatyczna,63 181 km,Bentley,Bentley Continental GT W12,Warszawa (Mazowieckie),399 000,,5 998 cm3 • 575 KM • Continental W12 Pierwszy właściciel salon Polska,2012
Benzyna,Automatyczna,184 834 km,BMW,BMW X3 3.0i,Kraków (Małopolskie),34 000,Prywatny sprzedawca,2 979 cm3 • 231 KM • BMW X3 M pakiet bezwypadkowe,2006
Diesel,Automatyczna,167 800 km,BMW,BMW X5 xDrive25d,Brochów (Mazowieckie),99 000,Prywatny sprzedawca,1 995 cm3 • 231 KM • Netto 99000,2016
Benzyna,Automatyczna,124 000 km,BMW,BMW 3GT 330i xDrive GT M Sport,Iława (Warmińsko-mazurskie),94 900,Prywatny sprzedawca,1 998 cm3 • 252 KM • BMW 330i xDrive GT M Pakiet,2016
Benzyna,Manualna,270 000 km,BMW,BMW Seria 3 328i M Sport,Wolsztyn (Wielkopolskie),45 000,Prywatny sprzedawca,1 997 cm3 • 245 KM • Stan dobry bmw f31 328i bmw m sport estoril blue,2014
Benzyna,Automatyczna,59 000 km,BMW,BMW Seria 7 740Li,Kraków (Małopolskie),239 900,Prywatny sprzedawca,2 998 cm3 • 340 KM • BMW 740LI Long 2022r jak NOWY Kraków,2022
Diesel,Automatyczna,192 000 km,BMW,BMW X6 40d xDrive,Ostrów Mazowiecka (Mazowieckie),83 800,Prywatny sprzedawca,2 993 cm3 • 306 KM • 4.0xd-306KM M-Pakiet head-up kamera360 navi bi xenon alu20 mega full,2010
Benzyna,Manualna,167 000 km,BMW,BMW Seria 3,Nidzica (Warmińsko-mazurskie),26 900,Prywatny sprzedawca,2 996 cm3 • 218 KM • 3.0Benzyna/Niski przebieg 167 tys/jak nowe z Niemiec,2008
Diesel,Automatyczna,157 000 km,BMW,BMW X5 xDrive25d,Warszawa (Mazowieckie),85 000,Prywatny sprzedawca,1 995 cm3 • 218 KM • Salon Polska BMW X5 F15 Xdrive 25d,2014
Benzyna,Automatyczna,214 320 km,BMW,BMW Seria 4,Kozy (Śląskie),121 900,Prywatny sprzedawca,2 979 cm3 • 306 KM • BMW 435I xDrive F32 1 Właściciel Salon Polska FV 23%,2014
Benzyna,Automatyczna,236 500 km,BMW,BMW Seria 3 320i Cabrio Edition Exclusive,Elbląg (Warmińsko-mazurskie),39 900,Prywatny sprzedawca,1 995 cm3 • 170 KM • Cabrio,2008
Diesel,Automatyczna,49 900 km,BMW,BMW X3 xDrive20d M Sport sport,Warszawa (Mazowieckie),124 900,Prywatny sprzedawca,1 995 cm3 • 190 KM • Salon Polska 4x4 M Pakiet 360kam adaptive led full,2017
Diesel,Automatyczna,112 000 km,BMW,BMW X6 xDrive40d,Bobolice (Zachodniopomorskie),129 900,Prywatny sprzedawca,2 993 cm3 • 313 KM • 3.0 313 KM # klima # Head-up # navi # serwis # salon Polska# OKAZJA!!!,2016
Benzyna,Manualna,119 700 km,BMW,BMW Seria 1 118i M Sport,Kraków (Małopolskie),77 500,Prywatny sprzedawca,"1 499 cm3 • 140 KM • pierwszy właściciel, salon PL, faktura VAT 23%",2020
Diesel,Automatyczna,282 000 km,BMW,BMW Seria 3,Miedziana Góra (Świętokrzyskie),37 000,Prywatny sprzedawca,1 995 cm3 • 150 KM • BMW F31! Touring! 2016 r! 1 Własciciel!,2016
Diesel,Manualna,253 000 km,BMW,BMW Seria 5 520d,Siekierki Wielkie (Wielkopolskie),50 000,Prywatny sprzedawca,1 995 cm3 • 177 KM • BMW seria 5 520d Efficient dynamics,2010
Diesel,Manualna,205 000 km,BMW,BMW X1 xDrive20d,Wałcz (Zachodniopomorskie),29 999,Prywatny sprzedawca,1 995 cm3 • 190 KM • BMW X1 190km,2015
Benzyna,Automatyczna,112 000 km,BMW,BMW Seria 1 M140i xDrive Special Edition,Katowice (Śląskie),139 000,Prywatny sprzedawca,2 998 cm3 • 340 KM • m pakiet performance x drive,2018
Benzyna,Automatyczna,93 000 km,BMW,BMW Seria 1 M135i xDrive Sport-Aut,Katowice (Śląskie),95 000,Prywatny sprzedawca,2 979 cm3 • 326 KM • x drive automat m pakiet,2015
Hybryda Plug-in,Automatyczna,178 000 km,BMW,BMW Seria 3 330e iPerformance M Sport Shadow,Łódź (Łódzkie),81 000,Prywatny sprzedawca,"1 998 cm3 • 184 KM • JEDYNA TAKA! FULL OPCJA - M pakiet, nav. Proffesional, Head Up, H&K",2018
Benzyna,Automatyczna,103 000 km,BMW,BMW X1,Łuków (Lubelskie),105 000,Prywatny sprzedawca,"1 998 cm3 • 231 KM • 2018 BMW X1 28i XDRIVE 2.0L 4WD świeżo po serwisie, nowy akumulator",2018
Benzyna,Automatyczna,49 000 km,BMW,BMW M3 CS DKG,Gdynia (Pomorskie),299 000,Prywatny sprzedawca,2 979 cm3 • 460 KM • BMW M3 CS 1 z 1200,2018
Diesel,Automatyczna,28 500 km,BMW,BMW X3 xDrive20d,Lidzbark (Warmińsko-mazurskie),207 000,Prywatny sprzedawca,1 995 cm3 • 190 KM,2022
Diesel,Automatyczna,85 000 km,BMW,BMW X6 M50d,Słupsk (Pomorskie),349 900,Prywatny sprzedawca,2 993 cm3 • 400 KM • M Edition Black Vermilion xDrive40d 340KM,2022
Diesel,Automatyczna,185 500 km,BMW,BMW X3 xDrive20d Blue Performance,Malbork (Pomorskie),51 900,Prywatny sprzedawca,1 995 cm3 • 184 KM • BMW x3,2011
Diesel,Manualna,170 000 km,BMW,BMW Seria 1 118d M Sport,Wschowa (Lubuskie),55 900,Prywatny sprzedawca,1 995 cm3 • 150 KM • BMW Seria 1 F20 118d M-Sport 2.0 150KM Krajowe,2015
Diesel,Automatyczna,153 000 km,BMW,BMW Seria 3,Brodnica (Kujawsko-pomorskie),88 900,Prywatny sprzedawca,1 995 cm3 • 149 KM • BMW seria 3 G21 Automat,2020
