fuel_type,mileage [km],model,name,price [pln],seller_type,year,engine_capacity [cm3],horsepower [km],is_gearbox_automatic,region
178162.80103896104,89000,101613.19330155727,125236.6375554288,35000,90852.11828935395,2013,1368,160,0,104437.42322164333
178162.80103896104,8900,101613.19330155727,85505.35729871553,103900,265742.16685979144,2021,1368,165,1,147607.26099963614
178162.80103896104,127000,101613.19330155727,128275.82353254712,58900,90852.11828935395,2016,1368,165,0,80689.85523698955
178162.80103896104,42000,101613.19330155727,85505.35729871553,82000,90852.11828935395,2019,1368,180,1,104437.42322164333
178162.80103896104,6800,101613.19330155727,85505.35729871553,149000,90852.11828935395,2020,1368,180,0,104437.42322164333
178162.80103896104,124600,101613.19330155727,122642.10573317415,41000,90852.11828935395,2008,1368,160,0,128485.97744385074
178162.80103896104,18589,101613.19330155727,85505.35729871553,79900,265742.16685979144,2022,1368,165,0,104437.42322164333
178162.80103896104,120000,101613.19330155727,122642.10573317415,43900,90852.11828935395,2012,1368,135,0,132428.99408284036
178162.80103896104,31190,101613.19330155727,85505.35729871553,66900,90852.11828935395,2022,1368,145,0,104437.42322164333
178162.80103896104,39800,101613.19330155727,133323.6710592727,99999,265742.16685979144,2023,1368,180,1,215862.60127388535
178162.80103896104,1,101613.19330155727,262122.91518439952,1000000,265742.16685979144,2025,1395,1,1,132428.99408284036
178162.80103896104,34755,101613.19330155727,85505.35729871553,66900,265742.16685979144,2019,1368,163,0,128485.97744385074
178162.80103896104,72700,101613.19330155727,85505.35729871553,79900,90852.11828935395,2020,1395,179,0,128485.97744385074
178162.80103896104,42300,101613.19330155727,127733.21629767738,52600,90852.11828935395,2016,1368,145,0,128485.97744385074
178162.80103896104,95000,101613.19330155727,85505.35729871553,49900,265742.16685979144,2017,1368,145,0,128266.81578947918
178162.80103896104,53787,101613.19330155727,85505.35729871553,70900,265742.16685979144,2018,1368,165,0,215862.60127388535
178162.80103896104,152000,101613.19330155727,85505.35729871553,46595,90852.11828935395,2010,1368,160,1,96721.02917093172
178162.80103896104,17280,101613.19330155727,85505.35729871553,75000,90852.11828935395,2021,1368,145,0,128266.81578947918
178162.80103896104,31653,133685.35142702976,143181.3517792517,145000,90852.11828935395,2021,2000,275,1,96779.25740007074
178162.80103896104,55000,133685.35142702976,143181.3517792517,142000,90852.11828935395,2019,1998,272,1,128508.16284539767
178162.80103896104,16771,133685.35142702976,130804.03082708898,50000,90852.11828935395,2013,1997,156,1,104437.42322164333
178162.80103896104,39500,133685.35142702976,142050.1359944893,249500,90852.11828935395,2022,3664,300,1,128508.16284539767
178162.80103896104,130173,133685.35142702976,142050.1359944893,155000,90852.11828935395,2017,3664,300,1,132428.99408284036
178162.80103896104,255000,133685.35142702976,124172.75456867514,27500,90852.11828935395,2005,3210,270,1,147607.26099963614
178162.80103896104,5227,133685.35142702976,139874.95403904963,182000,265742.16685979144,2024,3500,290,1,215862.60127388535
178162.80103896104,85903,133685.35142702976,143181.3517792517,140000,90852.11828935395,2019,1996,272,1,96779.25740007074
178162.80103896104,103995,133685.35142702976,139874.95403904963,94999,90852.11828935395,2014,3471,254,1,132428.99408284036
178162.80103896104,118000,133685.35142702976,142050.1359944893,109000,90852.11828935395,2014,3664,300,1,128485.97744385074
178162.80103896104,149000,133685.35142702976,142050.1359944893,79900,90852.11828935395,2013,3664,300,1,128485.97744385074
178162.80103896104,69500,133685.35142702976,143181.3517792517,170000,90852.11828935395,2022,1996,272,1,104437.42322164333
178162.80103896104,28600,133685.35142702976,143181.3517792517,165000,90852.11828935395,2023,1996,276,1,104437.42322164333
178162.80103896104,37000,133685.35142702976,130804.03082708898,119000,90852.11828935395,2019,3471,320,1,215862.60127388535
178162.80103896104,118000,133685.35142702976,143181.3517792517,139000,90852.11828935395,2019,1996,272,1,128485.97744385074
178162.80103896104,61000,133685.35142702976,143181.3517792517,139900,90852.11828935395,2021,1996,272,1,76133.5572278551
62891.1269035533,53500,44252.19486543707,119416.3222585706,40000,90852.11828935395,2018,599,15,1,128266.81578947918
62891.1269035533,49500,44252.19486543707,118112.64729927733,29950,90852.11828935395,2015,400,4,1,104437.42322164333
62891.1269035533,8741,44252.19486543707,123996.48670950973,63960,90852.11828935395,2022,479,8,1,96779.25740007074
62891.1269035533,14200,44252.19486543707,62976.748393212954,33900,90852.11828935395,2014,480,4,1,116883.13401209252
62891.1269035533,17950,44252.19486543707,62976.748393212954,64999,90852.11828935395,2020,599,15,1,116883.13401209252
178162.80103896104,52000,44252.19486543707,119416.3222585706,23900,90852.11828935395,2008,505,20,1,215862.60127388535
62891.1269035533,28500,44252.19486543707,62976.748393212954,36900,90852.11828935395,2016,523,4,1,116883.13401209252
62891.1269035533,54000,44252.19486543707,62976.748393212954,26500,90852.11828935395,2016,500,4,1,132428.99408284036
62891.1269035533,19000,44252.19486543707,118112.64729927733,35900,90852.11828935395,2021,479,8,1,74651.98984654255
62891.1269035533,83000,44252.19486543707,62976.748393212954,18900,90852.11828935395,2009,523,5,1,215862.60127388535
62891.1269035533,13400,44252.19486543707,62976.748393212954,31900,90852.11828935395,2017,505,4,1,116883.13401209252
62891.1269035533,23300,44252.19486543707,119416.3222585706,35500,90852.11828935395,2013,599,15,1,96779.25740007074
62891.1269035533,65300,44252.19486543707,62976.748393212954,5700,265742.16685979144,2001,400,5,1,215862.60127388535
62891.1269035533,71000,44252.19486543707,118112.64729927733,18900,265742.16685979144,2015,400,5,1,215862.60127388535
62891.1269035533,1,44252.19486543707,123996.48670950973,75280,265742.16685979144,2024,479,8,1,128485.97744385074
62891.1269035533,550,44252.19486543707,127208.36735754558,48900,265742.16685979144,2024,479,8,1,128485.97744385074
62891.1269035533,1,44252.19486543707,62976.748393212954,65530,265742.16685979144,2024,479,8,1,128485.97744385074
62891.1269035533,1,44252.19486543707,62976.748393212954,74630,265742.16685979144,2024,479,8,1,128485.97744385074
62891.1269035533,19293,44252.19486543707,62976.748393212954,41900,90852.11828935395,2022,479,8,1,215862.60127388535
62891.1269035533,31377,44252.19486543707,122243.58008602851,13900,90852.11828935395,2004,400,5,1,128485.97744385074
62891.1269035533,24100,44252.19486543707,119416.3222585706,70000,265742.16685979144,2020,599,15,1,132428.99408284036
62891.1269035533,1,44252.19486543707,118112.64729927733,94999,265742.16685979144,2024,479,8,1,104437.42322164333
62891.1269035533,14000,44252.19486543707,62976.748393212954,36500,265742.16685979144,2022,479,8,1,132428.99408284036
62891.1269035533,44000,44252.19486543707,62976.748393212954,29900,265742.16685979144,2017,400,5,1,86056.22637580728
62891.1269035533,30985,44252.19486543707,62976.748393212954,25000,265742.16685979144,2013,400,5,1,128485.97744385074
62891.1269035533,8550,44252.19486543707,123996.48670950973,36200,90852.11828935395,2016,479,6,1,132428.99408284036
62891.1269035533,14216,44252.19486543707,62976.748393212954,40900,90852.11828935395,2021,479,6,1,215862.60127388535
62891.1269035533,42406,44252.19486543707,62976.748393212954,38900,265742.16685979144,2021,479,8,1,132428.99408284036
62891.1269035533,1,44252.19486543707,62976.748393212954,63650,265742.16685979144,2024,479,8,1,128266.81578947918
62891.1269035533,230000,62604.75379743764,88552.67940078887,18900,90852.11828935395,2010,1598,105,0,147607.26099963614
178162.80103896104,119000,62604.75379743764,116003.1904667702,72000,90852.11828935395,2017,1999,163,0,215862.60127388535
62891.1269035533,166000,62604.75379743764,105691.78897794086,42900,90852.11828935395,2016,1582,110,0,128266.81578947918
62891.1269035533,223000,62604.75379743764,91531.58178310726,25900,90852.11828935395,2013,1560,115,1,76133.5572278551
178162.80103896104,184834,62604.75379743764,102538.13010335044,34000,90852.11828935395,2006,2979,231,1,128485.97744385074
62891.1269035533,180000,62604.75379743764,98604.91510245677,22900,90852.11828935395,2009,1968,110,0,96779.25740007074
178162.80103896104,16,62604.75379743764,171144.93805966584,208999,265742.16685979144,2024,1984,333,1,147607.26099963614
178162.80103896104,189633,62604.75379743764,111006.59004086014,57899,265742.16685979144,2017,1373,140,1,132428.99408284036
62891.1269035533,167800,62604.75379743764,119554.24054851112,99000,90852.11828935395,2016,1995,231,1,215862.60127388535
178162.80103896104,143000,62604.75379743764,120219.88042268324,83900,90852.11828935395,2017,1991,211,1,215862.60127388535
178162.80103896104,41000,62604.75379743764,123860.7717875203,97000,90852.11828935395,1999,5666,344,0,128508.16284539767
62891.1269035533,130000,62604.75379743764,75740.0639774904,16900,90852.11828935395,2014,2143,204,1,215862.60127388535
178162.80103896104,254000,62604.75379743764,87531.34144113686,16500,90852.11828935395,2005,1998,200,0,88173.81403038281
178162.80103896104,15,62604.75379743764,171779.206715864,209900,90852.11828935395,2024,1984,333,1,215862.60127388535
178162.80103896104,63015,62604.75379743764,86355.2859723682,26900,90852.11828935395,2013,998,66,0,215862.60127388535
117564.49737481406,3,62604.75379743764,108567.81219207606,69990,265742.16685979144,2024,999,70,0,104437.42322164333
178162.80103896104,61992,62604.75379743764,102778.05551818183,59999,90852.11828935395,2016,1998,120,1,116883.13401209252
178162.80103896104,141000,62604.75379743764,103473.57567242044,43000,90852.11828935395,2016,1598,132,0,215862.60127388535
178162.80103896104,112474,62604.75379743764,97506.44965175673,19800,90852.11828935395,2014,1229,85,0,76133.5572278551
178162.80103896104,116500,62604.75379743764,103851.11634121859,44000,90852.11828935395,2013,1997,140,0,215862.60127388535
44421.155785183866,210000,62604.75379743764,96800.50541669992,9500,90852.11828935395,2011,1149,75,0,128485.97744385074
178162.80103896104,66400,62604.75379743764,123053.9234264104,85000,90852.11828935395,2015,1984,300,0,215862.60127388535
117564.49737481406,180000,62604.75379743764,112648.73162253732,45000,90852.11828935395,2015,1798,99,1,215862.60127388535
178162.80103896104,157000,62604.75379743764,118400.83652029975,64900,90852.11828935395,2016,1984,225,1,215862.60127388535
178162.80103896104,124000,62604.75379743764,127072.35144154963,94900,90852.11828935395,2016,1998,252,1,86056.22637580728
178162.80103896104,93000,62604.75379743764,107373.62961467523,8900,90852.11828935395,2007,1587,109,0,69912.62590012517
44421.155785183866,190000,62604.75379743764,112004.65289266179,18500,90852.11828935395,2008,1390,86,0,128485.97744385074
238053.90958511122,36850,62604.75379743764,137956.67956158356,129899,265742.16685979144,2023,1332,180,1,215862.60127388535
178162.80103896104,58700,62604.75379743764,123822.00260740939,63900,90852.11828935395,2022,999,110,1,132428.99408284036
62891.1269035533,236478,62604.75379743764,113756.24681040965,16900,90852.11828935395,2010,1598,75,0,69912.62590012517
178162.80103896104,44195,62604.75379743764,121466.18742087754,52900,90852.11828935395,2020,1199,75,0,128266.81578947918
238053.90958511122,139800,62604.75379743764,142261.39640242813,149999,265742.16685979144,2021,1984,265,1,215862.60127388535
178162.80103896104,44435,269866.7926150421,155734.61650903366,250000,265742.16685979144,2023,1798,300,1,215862.60127388535
178162.80103896104,1200,269866.7926150421,225377.6799966895,1200000,90852.11828935395,1974,1600,138,0,104437.42322164333
178162.80103896104,1,269866.7926150421,186935.08743458812,423800,265742.16685979144,2024,1798,300,1,128266.81578947918
178162.80103896104,11350,269866.7926150421,161408.65910505317,290000,265742.16685979144,2022,1798,252,1,215862.60127388535
178162.80103896104,32500,269866.7926150421,155734.61650903366,250000,265742.16685979144,2021,1798,252,1,128266.81578947918
178162.80103896104,46505,269866.7926150421,157153.12715803855,260000,265742.16685979144,2021,1798,292,1,128266.81578947918
178162.80103896104,1,269866.7926150421,186935.08743458812,413500,265742.16685979144,2024,1798,300,1,215862.60127388535
178162.80103896104,1,269866.7926150421,215652.50632299972,672400,265742.16685979144,2023,1798,300,1,215862.60127388535
178162.80103896104,7751,269866.7926150421,225377.6799966895,95000,265742.16685979144,2022,1798,300,1,74651.98984654255
62891.1269035533,230000,60627.46711808585,88552.67940078887,18900,90852.11828935395,2010,1598,105,0,147607.26099963614
178162.80103896104,119000,60627.46711808585,116003.1904667702,72000,90852.11828935395,2017,1999,163,0,215862.60127388535
62891.1269035533,166000,60627.46711808585,105691.78897794086,42900,90852.11828935395,2016,1582,110,0,128266.81578947918
62891.1269035533,223000,60627.46711808585,91531.58178310726,25900,90852.11828935395,2013,1560,115,1,76133.5572278551
178162.80103896104,184834,60627.46711808585,102538.13010335044,34000,90852.11828935395,2006,2979,231,1,128485.97744385074
62891.1269035533,180000,60627.46711808585,98604.91510245677,22900,90852.11828935395,2009,1968,110,0,96779.25740007074
178162.80103896104,16,60627.46711808585,171144.93805966584,208999,265742.16685979144,2024,1984,333,1,147607.26099963614
62891.1269035533,360000,60627.46711808585,96966.41153061583,10000,90852.11828935395,2006,1968,140,0,104437.42322164333
178162.80103896104,189633,60627.46711808585,111006.59004086014,57899,265742.16685979144,2017,1373,140,1,132428.99408284036
62891.1269035533,167800,60627.46711808585,119554.24054851112,99000,90852.11828935395,2016,1995,231,1,215862.60127388535
178162.80103896104,143000,60627.46711808585,120219.88042268324,83900,90852.11828935395,2017,1991,211,1,215862.60127388535
178162.80103896104,41000,60627.46711808585,123860.7717875203,97000,90852.11828935395,1999,5666,344,0,128508.16284539767
62891.1269035533,130000,60627.46711808585,75740.0639774904,16900,90852.11828935395,2014,2143,204,1,215862.60127388535
178162.80103896104,254000,60627.46711808585,87531.34144113686,16500,90852.11828935395,2005,1998,200,0,88173.81403038281
178162.80103896104,15,60627.46711808585,171779.206715864,209900,90852.11828935395,2024,1984,333,1,215862.60127388535
178162.80103896104,63015,60627.46711808585,86355.2859723682,26900,90852.11828935395,2013,998,66,0,215862.60127388535
117564.49737481406,3,60627.46711808585,108567.81219207606,69990,265742.16685979144,2024,999,70,0,104437.42322164333
178162.80103896104,61992,60627.46711808585,102778.05551818183,59999,90852.11828935395,2016,1998,120,1,116883.13401209252
178162.80103896104,141000,60627.46711808585,103473.57567242044,43000,90852.11828935395,2016,1598,132,0,215862.60127388535
178162.80103896104,112474,60627.46711808585,97506.44965175673,19800,90852.11828935395,2014,1229,85,0,76133.5572278551
178162.80103896104,116500,60627.46711808585,103851.11634121859,44000,90852.11828935395,2013,1997,140,0,215862.60127388535
44421.155785183866,210000,60627.46711808585,96800.50541669992,9500,90852.11828935395,2011,1149,75,0,128485.97744385074
178162.80103896104,66400,60627.46711808585,123053.9234264104,85000,90852.11828935395,2015,1984,300,0,215862.60127388535
117564.49737481406,180000,60627.46711808585,112648.73162253732,45000,90852.11828935395,2015,1798,99,1,215862.60127388535
178162.80103896104,157000,60627.46711808585,118400.83652029975,64900,90852.11828935395,2016,1984,225,1,215862.60127388535
178162.80103896104,124000,60627.46711808585,127072.35144154963,94900,90852.11828935395,2016,1998,252,1,86056.22637580728
178162.80103896104,93000,60627.46711808585,107373.62961467523,8900,90852.11828935395,2007,1587,109,0,69912.62590012517
44421.155785183866,190000,60627.46711808585,112004.65289266179,18500,90852.11828935395,2008,1390,86,0,128485.97744385074
238053.90958511122,36850,60627.46711808585,137956.67956158356,129899,265742.16685979144,2023,1332,180,1,215862.60127388535
178162.80103896104,58700,60627.46711808585,123822.00260740939,63900,90852.11828935395,2022,999,110,1,132428.99408284036
62891.1269035533,236478,60627.46711808585,113756.24681040965,16900,90852.11828935395,2010,1598,75,0,69912.62590012517
178162.80103896104,44195,60627.46711808585,121466.18742087754,52900,90852.11828935395,2020,1199,75,0,128266.81578947918
178162.80103896104,16,99548.01894775694,171144.93805966584,208999,265742.16685979144,2024,1984,333,1,147607.26099963614
178162.80103896104,66400,99548.01894775694,123053.9234264104,85000,90852.11828935395,2015,1984,300,0,215862.60127388535
178162.80103896104,157000,99548.01894775694,118400.83652029975,64900,90852.11828935395,2016,1984,225,1,215862.60127388535
238053.90958511122,139800,99548.01894775694,142261.39640242813,149999,265742.16685979144,2021,1984,265,1,215862.60127388535
62891.1269035533,240000,99548.01894775694,125985.06927867956,76000,90852.11828935395,2017,1968,190,1,147607.26099963614
178162.80103896104,54500,99548.01894775694,125530.58121002316,59999,90852.11828935395,2020,999,95,0,128485.97744385074
178162.80103896104,27000,99548.01894775694,129451.77882741707,110000,90852.11828935395,2023,999,110,1,128266.81578947918
62891.1269035533,230000,99548.01894775694,129492.16950244343,65000,90852.11828935395,2015,1968,150,1,128266.81578947918
62891.1269035533,215899,99548.01894775694,129451.77882741707,42900,90852.11828935395,2013,1598,105,0,69912.62590012517
178162.80103896104,181000,99548.01894775694,130852.52121483911,74590,90852.11828935395,2013,2995,333,1,132428.99408284036
178162.80103896104,212505,99548.01894775694,134584.62273237095,100900,90852.11828935395,2018,1984,252,1,96721.02917093172
178162.80103896104,145220,99548.01894775694,123605.20845800829,23499,90852.11828935395,2005,3123,255,1,147607.26099963614
178162.80103896104,68725,99548.01894775694,140826.06958799242,144900,90852.11828935395,2019,1984,252,1,76133.5572278551
62891.1269035533,181000,99548.01894775694,131619.93547595074,80000,90852.11828935395,2016,1968,190,1,76133.5572278551
62891.1269035533,267338,99548.01894775694,125294.23385948171,43500,90852.11828935395,2014,1968,150,0,147607.26099963614
178162.80103896104,90000,99548.01894775694,138712.48872097515,130000,90852.11828935395,2019,1984,245,1,128508.16284539767
178162.80103896104,99000,99548.01894775694,131903.63760575172,82000,90852.11828935395,2018,1395,150,1,74651.98984654255
178162.80103896104,49800,99548.01894775694,154079.21458164498,238330,90852.11828935395,2019,3996,460,1,104437.42322164333
62891.1269035533,292700,99548.01894775694,125094.7864905283,34000,90852.11828935395,2009,1968,170,0,132428.99408284036
178162.80103896104,91800,99548.01894775694,158997.04915068,272999,265742.16685979144,2020,2894,450,1,104437.42322164333
62891.1269035533,232000,99548.01894775694,125294.23385948171,59900,90852.11828935395,2017,1968,150,0,215862.60127388535
62891.1269035533,254000,99548.01894775694,125874.967347481,39500,90852.11828935395,2014,1968,136,0,132428.99408284036
62891.1269035533,52000,99548.01894775694,141123.95682428344,147000,90852.11828935395,2021,1968,204,1,104437.42322164333
62891.1269035533,197850,99548.01894775694,125985.06927867956,69000,90852.11828935395,2014,1968,190,1,147607.26099963614
178162.80103896104,159000,99548.01894775694,172614.8932321917,369000,265742.16685979144,2021,3996,507,1,132428.99408284036
178162.80103896104,95200,99548.01894775694,133889.41066329365,95999,90852.11828935395,2016,1798,180,1,69912.62590012517
178162.80103896104,160000,99548.01894775694,131761.64468978634,80999,90852.11828935395,2017,1984,252,1,215862.60127388535
62891.1269035533,156000,99548.01894775694,124513.19712443631,29900,90852.11828935395,2012,1598,105,0,132428.99408284036
62891.1269035533,255498,99548.01894775694,128059.47374694851,54900,90852.11828935395,2018,2967,218,1,69912.62590012517
62891.1269035533,380000,99548.01894775694,122967.020517021,19000,90852.11828935395,2009,1968,140,0,104437.42322164333
178162.80103896104,221000,99548.01894775694,122314.50561847875,14400,90852.11828935395,2004,1781,163,0,104437.42322164333
178162.80103896104,82165,125945.75102886633,125945.75102886633,39999,265742.16685979144,1967,1275,78,0,128266.81578947918
178162.80103896104,5,138985.24785531271,118994.86365277813,78900,265742.16685979144,2024,1499,136,0,215862.60127388535
178162.80103896104,1900,138985.24785531271,118994.86365277813,75000,90852.11828935395,2024,1499,136,0,215862.60127388535
178162.80103896104,1,138985.24785531271,157902.88034955616,166800,265742.16685979144,2024,1498,177,1,215862.60127388535
178162.80103896104,1,138985.24785531271,157902.88034955616,168700,265742.16685979144,2024,1498,177,1,215862.60127388535
178162.80103896104,5,138985.24785531271,118994.86365277813,84900,265742.16685979144,2025,1499,136,0,104437.42322164333
178162.80103896104,8,138985.24785531271,157902.88034955616,166800,265742.16685979144,2024,1498,177,1,132428.99408284036
178162.80103896104,20,138985.24785531271,135217.13936672994,127900,265742.16685979144,2024,1499,177,1,132428.99408284036
178162.80103896104,10,138985.24785531271,157902.88034955616,162900,265742.16685979144,2024,1500,177,1,116883.13401209252
178162.80103896104,1,138985.24785531271,118994.86365277813,81800,265742.16685979144,2023,1499,136,0,116883.13401209252
178162.80103896104,5,138985.24785531271,157138.9420515485,259900,265742.16685979144,2025,2000,280,1,76133.5572278551
178162.80103896104,3,138985.24785531271,135217.13936672994,127900,265742.16685979144,2024,1498,177,1,104437.42322164333
178162.80103896104,1,138985.24785531271,135217.13936672994,130800,265742.16685979144,2024,1498,177,1,116883.13401209252
178162.80103896104,3,138985.24785531271,135217.13936672994,130800,265742.16685979144,2024,1498,177,1,104437.42322164333
178162.80103896104,7,138985.24785531271,118994.86365277813,81800,265742.16685979144,2024,1499,136,0,147607.26099963614
178162.80103896104,7,138985.24785531271,118994.86365277813,78900,265742.16685979144,2024,1499,136,0,147607.26099963614
178162.80103896104,7,138985.24785531271,118994.86365277813,81800,265742.16685979144,2024,1499,136,0,147607.26099963614
178162.80103896104,2,138985.24785531271,135217.13936672994,130800,265742.16685979144,2024,1499,177,1,147607.26099963614
178162.80103896104,6,138985.24785531271,157902.88034955616,166800,265742.16685979144,2024,1498,177,1,132428.99408284036
178162.80103896104,4000,138985.24785531271,157902.88034955616,159900,265742.16685979144,2024,1498,177,1,76133.5572278551
178162.80103896104,3,138985.24785531271,157902.88034955616,162900,265742.16685979144,2024,1499,177,1,104437.42322164333
178162.80103896104,5,138985.24785531271,157902.88034955616,166800,265742.16685979144,2024,1498,177,1,132428.99408284036
178162.80103896104,5,138985.24785531271,135217.13936672994,130800,265742.16685979144,2024,1499,177,1,215862.60127388535
178162.80103896104,5,138985.24785531271,135217.13936672994,127900,265742.16685979144,2024,1499,177,1,215862.60127388535
178162.80103896104,5,138985.24785531271,157902.88034955616,168700,265742.16685979144,2024,1498,177,1,132428.99408284036
178162.80103896104,5,138985.24785531271,157902.88034955616,168700,265742.16685979144,2024,1499,177,1,215862.60127388535
178162.80103896104,10,138985.24785531271,157902.88034955616,166800,265742.16685979144,2024,1499,177,1,88173.81403038281
178162.80103896104,6,138985.24785531271,135217.13936672994,127900,265742.16685979144,2024,1498,177,1,132428.99408284036
178162.80103896104,5,138985.24785531271,157902.88034955616,166800,265742.16685979144,2024,1499,177,1,104437.42322164333
178162.80103896104,5,138985.24785531271,157902.88034955616,162900,265742.16685979144,2024,1498,177,1,76133.5572278551
178162.80103896104,5,138985.24785531271,135217.13936672994,127900,265742.16685979144,2024,1500,177,1,76133.5572278551
178162.80103896104,1,138985.24785531271,157902.88034955616,166800,265742.16685979144,2024,1498,177,1,128266.81578947918
62891.1269035533,56500,601858.6349791212,208140.24658720713,599000,265742.16685979144,2018,3996,435,1,132428.99408284036
62891.1269035533,156000,601858.6349791212,208140.24658720713,490770,90852.11828935395,2018,3996,435,1,132428.99408284036
178162.80103896104,18100,601858.6349791212,322977.02202670876,1429000,265742.16685979144,2022,3996,550,1,132428.99408284036
178162.80103896104,135144,601858.6349791212,190038.05490126534,399000,90852.11828935395,2015,5998,575,1,116883.13401209252
178162.80103896104,82126,601858.6349791212,276436.5528011662,870471,90852.11828935395,2019,5998,635,1,128485.97744385074
178162.80103896104,28000,601858.6349791212,172491.69987770772,465000,265742.16685979144,2016,5998,642,1,147607.26099963614
178162.80103896104,41000,601858.6349791212,178288.93582821122,409000,90852.11828935395,2015,3993,528,1,128508.16284539767
178162.80103896104,48000,601858.6349791212,172491.69987770772,249999,90852.11828935395,2008,5998,625,1,128508.16284539767
178162.80103896104,21000,601858.6349791212,190038.05490126534,379000,90852.11828935395,2015,5998,575,1,147607.26099963614
178162.80103896104,500,601858.6349791212,337303.97958165803,1530000,265742.16685979144,2023,3996,550,1,128266.81578947918
178162.80103896104,154500,601858.6349791212,139287.1023778258,149000,90852.11828935395,2005,5998,560,1,215862.60127388535
178162.80103896104,50,601858.6349791212,276436.5528011662,325000,90852.11828935395,2024,4000,782,1,128485.97744385074
178162.80103896104,157000,601858.6349791212,157153.12715803855,260000,90852.11828935395,2013,5998,625,1,215862.60127388535
178162.80103896104,154284,601858.6349791212,135675.41366739775,67000,90852.11828935395,1999,4398,354,1,96721.02917093172
178162.80103896104,70000,601858.6349791212,155614.46865706297,249153,265742.16685979144,2001,6761,456,1,147607.26099963614
178162.80103896104,122000,601858.6349791212,329464.0450345097,99000,265742.16685979144,2006,5998,560,1,88173.81403038281
178162.80103896104,17858,601858.6349791212,361276.80954984046,1699000,265742.16685979144,2021,5950,659,1,215862.60127388535
178162.80103896104,39681,601858.6349791212,329464.0450345097,1090000,265742.16685979144,2021,3996,550,1,215862.60127388535
178162.80103896104,180680,601858.6349791212,243015.74955762742,510000,265742.16685979144,2016,5950,608,1,215862.60127388535
178162.80103896104,37000,601858.6349791212,261981.064119499,999000,90852.11828935395,2020,3993,528,1,116883.13401209252
178162.80103896104,101000,601858.6349791212,135675.41366739775,159999,265742.16685979144,2001,6761,458,1,215862.60127388535
178162.80103896104,69000,601858.6349791212,158571.63780704341,270000,90852.11828935395,2015,3993,507,1,215862.60127388535
178162.80103896104,200000,601858.6349791212,139287.1023778258,121000,90852.11828935395,2006,5998,560,1,128485.97744385074
178162.80103896104,46000,601858.6349791212,276436.5528011662,999000,265742.16685979144,2021,3996,550,1,215862.60127388535
178162.80103896104,53777,601858.6349791212,243015.74955762742,995000,265742.16685979144,2021,3996,550,1,215862.60127388535
178162.80103896104,50348,601858.6349791212,276436.5528011662,154900,265742.16685979144,2004,5998,560,1,128485.97744385074
178162.80103896104,18000,601858.6349791212,329464.0450345097,1280000,265742.16685979144,2021,5950,635,1,128485.97744385074
178162.80103896104,62054,601858.6349791212,172491.69987770772,195900,90852.11828935395,2006,5998,610,1,86056.22637580728
178162.80103896104,78500,601858.6349791212,276436.5528011662,885102,90852.11828935395,2019,5950,635,1,132428.99408284036
178162.80103896104,140000,601858.6349791212,169859.43629649974,349575,265742.16685979144,2014,5998,575,1,147607.26099963614
178162.80103896104,42,601858.6349791212,329464.0450345097,1363000,265742.16685979144,2023,3996,550,1,215862.60127388535
178162.80103896104,63181,601858.6349791212,190038.05490126534,399000,265742.16685979144,2012,5998,575,1,215862.60127388535
178162.80103896104,184834,98699.5278625162,102538.13010335044,34000,90852.11828935395,2006,2979,231,1,128485.97744385074
62891.1269035533,167800,98699.5278625162,119554.24054851112,99000,90852.11828935395,2016,1995,231,1,215862.60127388535
178162.80103896104,124000,98699.5278625162,127072.35144154963,94900,90852.11828935395,2016,1998,252,1,86056.22637580728
178162.80103896104,270000,98699.5278625162,125454.87358624325,45000,90852.11828935395,2014,1997,245,0,132428.99408284036
178162.80103896104,59000,98699.5278625162,154301.92075353875,239900,90852.11828935395,2022,2998,340,1,128485.97744385074
62891.1269035533,192000,98699.5278625162,131448.1258714844,83800,90852.11828935395,2010,2993,306,1,215862.60127388535
178162.80103896104,167000,98699.5278625162,122503.63445516516,26900,90852.11828935395,2008,2996,218,0,86056.22637580728
62891.1269035533,157000,98699.5278625162,119554.24054851112,85000,90852.11828935395,2014,1995,218,1,215862.60127388535
178162.80103896104,214320,98699.5278625162,137563.4950952812,121900,90852.11828935395,2014,2979,306,1,128266.81578947918
178162.80103896104,236500,98699.5278625162,125931.70777344119,39900,90852.11828935395,2008,1995,170,1,86056.22637580728
62891.1269035533,49900,98699.5278625162,137796.64826641767,124900,90852.11828935395,2017,1995,190,1,215862.60127388535
62891.1269035533,112000,98699.5278625162,138698.30361448508,129900,90852.11828935395,2016,2993,313,1,76133.5572278551
178162.80103896104,119700,98699.5278625162,131265.30781369953,77500,90852.11828935395,2020,1499,140,0,128485.97744385074
62891.1269035533,282000,98699.5278625162,122503.63445516516,37000,90852.11828935395,2016,1995,150,1,74651.98984654255
62891.1269035533,253000,98699.5278625162,127364.40352893612,50000,90852.11828935395,2010,1995,177,0,132428.99408284036
62891.1269035533,205000,98699.5278625162,124527.24037986145,29999,90852.11828935395,2015,1995,190,0,76133.5572278551
178162.80103896104,112000,98699.5278625162,139989.14830507952,139000,90852.11828935395,2018,2998,340,1,128266.81578947918
178162.80103896104,93000,98699.5278625162,133747.70144945808,95000,90852.11828935395,2015,2979,326,1,128266.81578947918
238053.90958511122,178000,98699.5278625162,131761.78654085123,81000,90852.11828935395,2018,1998,184,1,116883.13401209252
